CASENO,COMPANY,FUNCTIONAL_GROUP,FUNCTION,FUNCTIONAL_AREA,FUNCTIONAL_LOCATION,FUNCTIONAL_SUB_LOCATION,LOCATION_SID,LOCATION_SHORT,COUNTRY_SHORT,SL_COUNTRY,SL_LOCATION_LVL_1,SL_LOCATION_LVL_2,SL_LOCATION_LVL_3,SL_LOCATION_LVL_4,CASE_OCCURENCE_DATE,TITLE,COMPANY_INVOLVED_TYPE,CASE_TYPE,CASE_SEVERITY,CASE_DESCRIPTION,STATUS,HAZARD,IMM_ACTION_TAKEN_RECOM,FULL_INVESTIGATION_DONE,CREATED_DATE,MODIFIED_DATE,APPROVED_WITHIN_DEADLINE,CASE_CLOSED_DATE,CASES_NO_OF_REGISTRATIONS,VALID_FROM,VALID_TO,POTENTIAL_SEV_LEVEL,RISK_AREA,LEARNINGS_ACTUAL_SEVERITY,LEARNINGS_POTENTIAL_RISK,title_length,description_length,combined_text_length,title_word_count,description_word_count,combined_word_count,binary_label,text_features
37683,Uniper Group (70006651),COO (70017898),Asset Operations (70017927),Steam and Biomass (70017928),Ratcliffe UK (70019375),Ratcliffe UK A (Engineering & Maint) (70019376),8108,PP RAT,UK,UK,Steam,Ratcliffe,,,31/08/2023,PSO - U1 Missing/loose boiler stop valve bypass pressure seal grub screws,Uniper employee,Process Safety,Observations,During an inspection of a minor valve gland leak on U1 it was observed that valve pressure seal grub screws were missing or loose resulting in risk of offload/low pressure steam leaks,Processing,Loss of Containment,"Survey undertook of all similar boiler stop bypass valves on all 4 Ratcliffe units
Numerous missing or loose grub screws identified on all units 
Defects raised in SAP and maintenance orders planned to address at next practicable opportunity",Not investigated,04/09/2023,1683590400000.0,-- Not selected --,,1.0,06/09/2023 01:51,18/11/2023 02:50,,,,,73,183,256,12,32,44,1,PSO - U1 Missing/loose boiler stop valve bypass pressure seal grub screws. During an inspection of a minor valve gland leak on U1 it was observed that valve pressure seal grub screws were missing or loose resulting in risk of offload/low pressure steam leaks
37677,Uniper Group (70006651),COO (70017898),Asset Operations (70017927),CCGT (70017930),Connahs Quay UK (70019208),HSSE (70019330),8133,PP CON,UK,UK,Gas Turbine Fleet,Connah's Quay,,,04/09/2023,Exposed conductors of extension cable.,Uniper employee,Safety,Near Hits,A 110V extension cable was found on the west side of Unit 3's DA with bare wires and conductors visible. The cable was live and plugged in.,Processing,Electricity,Unplugged and removed to workshop.,Not investigated,04/09/2023,1683590400000.0,-- Not selected --,,1.0,06/09/2023 01:51,14/09/2023 01:51,,,,,38,139,177,5,27,32,0,Exposed conductors of extension cable.. A 110V extension cable was found on the west side of Unit 3's DA with bare wires and conductors visible. The cable was live and plugged in.
33829,Uniper Group (70006651) - Uniper,COO (70017898),Asset Operations (70017927),CCGT (70017930),Grain UK (70019210),Grain Engineering Team (70019323),8138,PP GRA,UK,UK,Gas Turbine Fleet,Grain,,,24/04/2023,Unit 8 Turbine Hall Roller Door 1 safety brake failure,Uniper employee,Process Safety,Near Hits,"Unit 8 Turbine Hall Door 1, 81-UMC-10-AB100, safety brake has failed, noted by grinding noise when operated",Closed,Occupational Safety and Process Safety,"Door raised and locked open, defect notification raised",Investigated,24/04/2023,1683417600000.0,No,05/07/2023,1.0,00/01/1900 00:06,00/01/1900 00:00,Low,Low Risk,Not Applicable,Low,54,107,161,10,17,27,1,"Unit 8 Turbine Hall Roller Door 1 safety brake failure. Unit 8 Turbine Hall Door 1, 81-UMC-10-AB100, safety brake has failed, noted by grinding noise when operated"
35980,Uniper Group (70006651),COO (70017898),Asset Operations (70017927),CCGT (70017930),Connahs Quay UK (70019208),HSSE (70019330),8133,PP CON,UK,UK,Gas Turbine Fleet,Connah's Quay,,,30/06/2023,Scaffold pole contact with shoulder,Contractor,Safety,Near Hits,"A scaffolder was manually handling a 16ft tube resting on steelwork. He gripped one end of the tube, walked away from the steelwork, and the pole dropped onto his shoulder. The scaffolder did not account for the weight and force of the dropped tube, and was initially worried that he had sustained injury. No bruising or swelling observed and freedom of movement in all joints. No first aid administered.",Processing,Manual Handling,Scaffolder stood down for remainder of day as a precaution. Kaefer will carry out a TBT with team on safe manual handling techniques.,Not investigated,30/06/2023,1683417600000.0,-- Not selected --,,1.0,06/07/2023 01:50,19/10/2023 01:50,,,,,35,404,439,5,69,74,0,"Scaffold pole contact with shoulder. A scaffolder was manually handling a 16ft tube resting on steelwork. He gripped one end of the tube, walked away from the steelwork, and the pole dropped onto his shoulder. The scaffolder did not account for the weight and force of the dropped tube, and was initially worried that he had sustained injury. No bruising or swelling observed and freedom of movement in all joints. No first aid administered."
36170,Uniper Group (70006651),COO (70017898),Asset Operations (70017927),CCGT (70017930),Connahs Quay UK (70019208),HSSE (70019330),8133,PP CON,UK,UK,Gas Turbine Fleet,Connah's Quay,,,04/07/2023,Loss of Oil from Unit 3 Lube oil tank via the Seal Oil System.,Uniper employee,Environment,Near Hits,"Loss of 5000L of oil into condenser pit. No release to environment.
See attached golden hour from shift TL.",Processing,Oil,Seal oil vac system stopped and isolated to stop further losses.,Not investigated,05/07/2023,1683417600000.0,-- Not selected --,,1.0,06/07/2023 01:50,21/10/2023 01:51,,,,,62,107,169,14,19,33,0,"Loss of Oil from Unit 3 Lube oil tank via the Seal Oil System.. Loss of 5000L of oil into condenser pit. No release to environment.
See attached golden hour from shift TL."
35847,Uniper Group (70006651),COO (70017898),Asset Operations (70017927),CCGT (70017930),CDCPK (70019211),Engineering (70019348),8134,PP COT,UK,UK,Gas Turbine Fleet,CDCPK,CDC,,27/06/2023,Exposure to chemical vapour,Contractor,Safety,Near Hits,"Affected party, doing routine chemical preparation for silica analyser. AP opened empty bottle of reagent 3 of the mettler toledo silica reagents. Releasing vapour from the bottle into the AP's face. PPE was worn during incident.",Processing,"Exposure to gases, fumes and vapours",rinse off of face and mouth with water. COSHH officer contacted for advice.,Not investigated,27/06/2023,1683417600000.0,-- Not selected --,,1.0,06/07/2023 01:50,14/07/2023 01:50,,,,,27,229,256,4,36,40,0,"Exposure to chemical vapour. Affected party, doing routine chemical preparation for silica analyser. AP opened empty bottle of reagent 3 of the mettler toledo silica reagents. Releasing vapour from the bottle into the AP's face. PPE was worn during incident."
36090,Uniper Group (70006651),COO (70017898),Asset Operations (70017927),CCGT (70017930),Grain UK (70019210),,8138,PP GRA,UK,UK,Gas Turbine Fleet,Grain,,,01/07/2023,Fork lift trucks out of inspection,Uniper employee,Safety,Observations,"Whilst the forklift truck was in use, it was noted the inspection tag was out of date. Inspection database checked and confirmed the FLT required its inspection in April 2023. Other Uniper forklifts were checked and all due in April.",Processing,Moving Vehicle,"Reported to the control room, all out of date FTL keys removed from access trakka and given to Shift team leader.",Not investigated,03/07/2023,1683417600000.0,-- Not selected --,,1.0,06/07/2023 01:50,14/07/2023 01:50,,,,,34,233,267,6,40,46,0,"Fork lift trucks out of inspection. Whilst the forklift truck was in use, it was noted the inspection tag was out of date. Inspection database checked and confirmed the FLT required its inspection in April 2023. Other Uniper forklifts were checked and all due in April."
35890,Uniper Group (70006651),COO (70017898),Asset Operations (70017927),CCGT (70017930),CDCPK (70019211),Business Support CDCPK (70019347),8134,PP COT,UK,UK,Gas Turbine Fleet,CDCPK,CDC,,28/06/2023,UMC Crane end stop found on floor,Uniper employee,Safety,Near Hits,The crane end stop for the UMC north end crane was found on the floor in the north-east of the UMC building. Upon investigation it appears the stop has fallen off the crane.,Approved,Material falling from above,Crane has been isolated so it can't be used until an inspection has been carried out on the remaining buffers,Investigated,28/06/2023,1683417600000.0,Yes,,1.0,06/07/2023 01:50,22/07/2023 01:51,,,,,33,173,206,7,33,40,0,UMC Crane end stop found on floor. The crane end stop for the UMC north end crane was found on the floor in the north-east of the UMC building. Upon investigation it appears the stop has fallen off the crane.
33037,Uniper Group (70006651) - Uniper,COO (70017898),Asset Operations (70017927),Steam and Biomass (70017928),Ratcliffe UK (70019375),Ratcliffe UK C (Commercial) (70019423),8108,PP RAT,UK,UK,Steam,Ratcliffe,,,27/03/2023,Fuel Oil off loading point,Uniper employee,Environment,Observations,"During the inspection of the fuel oil off loading point, the off loading valves were not controlled with locks and did not have a cap fitted. 
The delivery discharge sumps were in need of emptying as a small amount of oil and water were contained.",Closed,Process Safety Specific,,Investigated,28/03/2023,1683331200000.0,No,05/06/2023,1.0,09/05/2025 04:05,28/05/2025 16:05,Very low,Low Risk,Not Applicable,Low,26,247,273,5,45,50,0,"Fuel Oil off loading point. During the inspection of the fuel oil off loading point, the off loading valves were not controlled with locks and did not have a cap fitted. 
The delivery discharge sumps were in need of emptying as a small amount of oil and water were contained."
35152,Uniper Group (70006651),COO (70017898),Asset Operations (70017927),CCGT (70017930),Connahs Quay UK (70019208),HSSE (70019330),8133,PP CON,UK,UK,Gas Turbine Fleet,Connah's Quay,,,05/06/2023,Metal stake fell through grating and struck person.,Uniper employee,Safety,Near Hits,"A 1.5m metal stake, used for civil works, fell from the top level of the CW pump enclosure on unit 3, fell approximately 1m, and struck an employee on the side. Did not puncture overalls or cause any harm, but under other circumstances (insufficient PPE or if it had struck a bony unprotected area such as the back of the hand) would likely have caused an injury. Rod appears to have been stood upright and hidden inside girder and was disturbed by working party above.",Processing,Moving Object,Rod removed and scrapped and area checked for any additional hazards.,Not investigated,05/06/2023,1683331200000.0,-- Not selected --,,1.0,06/06/2023 01:50,05/07/2023 01:51,,,,,51,469,520,8,85,93,0,"Metal stake fell through grating and struck person.. A 1.5m metal stake, used for civil works, fell from the top level of the CW pump enclosure on unit 3, fell approximately 1m, and struck an employee on the side. Did not puncture overalls or cause any harm, but under other circumstances (insufficient PPE or if it had struck a bony unprotected area such as the back of the hand) would likely have caused an injury. Rod appears to have been stood upright and hidden inside girder and was disturbed by working party above."
33853,Uniper Group (70006651),COO (70017898),Asset Operations (70017927),CCGT (70017930),CDCPK (70019211),Business Support CDCPK (70019347),8134,PP COT,UK,UK,Gas Turbine Fleet,CDCPK,CDC,,21/04/2023,Fire door electronic locking mechanism failure,Uniper employee,Asset and Reputation damage/loss,Observations,"The fire door located at the bottom of the stairwell had the electronic locking mechanism fail for the second time. This created both a fire safety risk and a security risk.
The door was initially pinned back as the locking mechanism failed causing the door not to open every time it was used. After discussions the door was shut and the locking mechanism eventually failed closed, causing the door not to open. At this point the engineer in charge removed the electronic lock. This now leaves a security risk whilst the door is in this state, however this is an internal door and the risk is manageable.
Notification for the electronic door lock has gone into the system, #21476812",Approved,Occupational Safety and Process Safety,"Door pinned back and then lock removed.
Eagles Security contacted about failed electronic locking mechanism, and alternative solution found.",Investigated,25/04/2023,1683331200000.0,No,,1.0,06/06/2023 01:50,14/06/2023 01:50,,,,,46,682,728,6,119,125,0,"Fire door electronic locking mechanism failure. The fire door located at the bottom of the stairwell had the electronic locking mechanism fail for the second time. This created both a fire safety risk and a security risk.
The door was initially pinned back as the locking mechanism failed causing the door not to open every time it was used. After discussions the door was shut and the locking mechanism eventually failed closed, causing the door not to open. At this point the engineer in charge removed the electronic lock. This now leaves a security risk whilst the door is in this state, however this is an internal door and the risk is manageable.
Notification for the electronic door lock has gone into the system, #21476812"
33112,Uniper Group (70006651),COO (70017898),Asset Operations (70017927),CCGT (70017930),CDCPK (70019211),Engineering (70019348),4083,CDCPK,UK,UK,Gas Turbine Fleet,CDCPK,,,23/12/2022,Failure of NOx CEMS,Uniper employee,Environment,Observations,Failure of duty NOx CEMS and replacement units resulting in no monitoring of NOx emissions for a period while a suitable replacement CEMS was sourced,Approved,Non compliance of monitoring,Back up units were swapped out but also found to be faulty. Spare analyser borrowed from another site,Investigated,30/03/2023,1683331200000.0,No,,1.0,06/06/2023 01:50,21/06/2023 01:51,,,,,19,149,168,4,25,29,0,Failure of NOx CEMS. Failure of duty NOx CEMS and replacement units resulting in no monitoring of NOx emissions for a period while a suitable replacement CEMS was sourced
33666,Uniper Group (70006651),COO (70017898),Asset Operations (70017927),CCGT (70017930),Grain UK (70019210),,8138,PP GRA,UK,UK,Gas Turbine Fleet,Grain,,,14/04/2023,significant oil spill,Uniper employee,Environment,Near Hits,"Whilst carrying out a walkround and venting of CCW system on U71 it was noticed that oil was spraying from a jacking oil pressure transmitter fitting on top of the LOil tank. A significant amount of oil has leaked onto the top of the tank. U7 is currently unmanned and several systems have been put back into service. It has also had the solenoid for the Lube Oil tank removed to service U81 and LO tank fire system is shut away ,offering no fire protection. Process safety for loss of containment of oil. No environmental hazard occured in this instance as leak was spotted and contained/stopped before any risk to environment occured.",Approved,Occupational Safety and Process Safety,"GT taken off Rotor barring, ST taken off turning gear. Jacking oil and lube oil systems taken out of service. spill kits used to contain oil to top of tank but a significant quantity of oil has leaked out and will require a major clean up, with gratings removed and oil disposal. Notification raised (21475627) for repair of pressure gauge fitting. Notification raised for clean up of excess oil on top of tank.(21475628).",Investigated,15/04/2023,1683331200000.0,No,,1.0,06/06/2023 01:50,23/06/2023 01:51,,,,,21,636,657,3,112,115,0,"significant oil spill. Whilst carrying out a walkround and venting of CCW system on U71 it was noticed that oil was spraying from a jacking oil pressure transmitter fitting on top of the LOil tank. A significant amount of oil has leaked onto the top of the tank. U7 is currently unmanned and several systems have been put back into service. It has also had the solenoid for the Lube Oil tank removed to service U81 and LO tank fire system is shut away ,offering no fire protection. Process safety for loss of containment of oil. No environmental hazard occured in this instance as leak was spotted and contained/stopped before any risk to environment occured."
